,val_loss,val_auprc,val_auroc,val_acc,val_false_negatives,val_false_positives,val_true_negatives,val_true_positives,val_precision,val_recall,loss,auprc,auroc,acc,false_negatives,false_positives,true_negatives,true_positives,precision,recall
0,0.07727624442665113,0.014020489864087398,0.5466299824963873,0.9883858498315271,1.0,130598.76524357458,54.0,1579.0465641466824,0.0119489696804654,0.9993607514531961,0.09044706313015481,0.013213903696758563,0.5221166489517414,0.9786243650123579,0.9723471720374603,54033.63483518914,52.469876852739475,655.771403288843,0.012048096763997903,0.9974478616245763
1,0.06717354928507178,0.017935366111088726,0.5988401726492375,0.9883858498315271,1.0,283734.76524357457,54.0,3426.0465641466826,0.011931241361450568,0.9997075900991497,0.06386128591587696,0.016231975310557836,0.5768222156487668,0.9879525830441367,1.0,207171.25713442962,54.0,2499.591328073151,0.011915966633732832,0.999590411091104
2,0.06955187362364856,0.026291738337073895,0.648343117766027,0.9883858498315271,1.0,436869.76524357457,55.0,5273.046564146683,0.011926311678969709,0.9998102229389404,0.05556624106407368,0.022737193354620763,0.6301664019939023,0.9879433618262756,1.0,360302.8558365902,54.13354472384042,4350.8590811887025,0.011929128599225328,0.9997684027925194
3,0.0859263640661075,0.04699354578125655,0.6940921276394354,0.9883858498315271,1.0,589939.1851812023,121.5800623722981,7120.046564146683,0.01192529741179906,0.9998595061731897,0.0433179984808278,0.03875168938038382,0.6780743740906134,0.987961798644806,1.0,513416.43131037534,78.82560283164959,6195.591549295775,0.0119234165590182,0.9998380323662781
4,0.13813061356153497,0.08992917490465076,0.7293247135047798,0.9882998189011855,32.38455747929885,736545.9085923218,6650.856651252823,8935.662006667384,0.011986167591450958,0.9964183180841634,0.028494199141725404,0.07030378319732375,0.71510607634891,0.9892338303925058,1.0,665826.135830691,798.3369220558956,8049.375709755917,0.011944305383003563,0.9998755103964588
5,0.12046965390863643,0.13964035415126375,0.7552450896463211,0.9851596982315775,66.50424776857727,873658.6023228305,22674.162920744166,10748.542316378105,0.0121534059450338,0.9938585472076167,0.020420189569718313,0.11863295177209167,0.7430118589211017,0.9938610683859875,56.0,804008.3225425853,15761.008332718826,9832.517587198585,0.012079911539931999,0.9943283970012626
6,0.17337680020977417,0.19113531697660457,0.7733511831160707,0.9878266507072441,225.27368534250994,990625.598343908,58843.166899666634,12436.772878804173,0.012398751647362743,0.9822916254354735,0.01551688459395058,0.16607250454863406,0.7658126757090602,0.9958797301279831,77.0,939570.7189735271,33316.453211415086,11676.676277560651,0.012273269222952998,0.9934420591126447
7,0.14827073337807684,0.26013346053744046,0.7853554179750728,0.9875040279881828,432.6926551242069,1096763.5005914615,105841.26465211312,14076.353909022475,0.01267174505354727,0.9701976308208318,0.013621099688997702,0.22648443803482374,0.7799096906680061,0.9961839097587507,380.0,1038699.0204999631,87337.12086129341,13207.70710124622,0.012554250406751713,0.9720118964512205
8,0.13794107417632,0.320093019122218,0.7947974378722421,0.9875900653283152,526.5553285299494,1214453.612646521,141287.15259705344,15829.491235616733,0.012866540386205605,0.9678152571674162,0.011871106639619053,0.295318930233556,0.7905914322850487,0.9963129558189456,491.0,1152448.7200796402,126716.45276896984,14950.675613892781,0.012805584788593859,0.9681835107664102
9,0.14847876666671986,0.3649197747558916,0.8025027176990011,0.9868157843464561,628.8957952468007,1328086.1853962792,180790.57984729542,17574.150768899883,0.013059879732176507,0.9654681803090738,0.009321183727271391,0.3458712830712122,0.7990302889055756,0.997160980799198,562.0,1273643.7753115552,158664.75318929282,16719.319961654746,0.012955939366586107,0.9674634221653066
10,0.17189584503072297,0.4047561663109098,0.8087263240623453,0.9882783114890896,856.8115926443703,1421016.3204645661,240996.44477900848,19193.234971502312,0.013326675658447664,0.9572993914713614,0.006128253280955714,0.38642218103539616,0.8060976450057009,0.9980827425004599,698.0,1379560.153970946,205873.94019615074,18440.754295405943,0.0131896891199966,0.9635152716120122
11,0.14530356589943919,0.4335382659565519,0.8135133548466951,0.9874180009037157,1060.0695773739112,1515931.9421443166,299216.823099258,20836.97698677277,0.013558961849662486,0.9515964319429316,0.007558566219822777,0.4205943780608712,0.8110292376683231,0.9976218582940184,1009.0,1462779.5794557924,275816.62819851044,19950.640808199983,0.013454407423594016,0.9518440720447967
12,0.15995659922185618,0.45916185896683026,0.8177944196720432,0.9867942744153124,1202.688783740187,1605612.576621142,362672.1886224325,22541.357780406495,0.013844742730331204,0.9493605985745575,0.004177377854888558,0.44776625745231957,0.8158329747681526,0.9985897143491381,1113.0,1563200.7180148957,328515.7736155151,21709.356832092028,0.013696477561241366,0.9512178102923955
