Epochs,val_loss,val_auprc,val_auroc,val_acc,loss,auprc,auroc,acc
0,0.2947912499769626,0.10811722448932545,0.5370706295012607,0.9871570312870985,0.7847413271092011,0.20854469871472053,0.4857870943047066,0.6787272098433338
1,0.38385674854348534,0.07476094215190363,0.5378689167008524,0.9870341336774391,0.527835838620957,0.09612276341430585,0.5712926674721208,0.7610982756814132
2,0.2936912025398683,0.07856896609396642,0.557117536428224,0.9872184800919283,0.4987110666489032,0.07702792975033496,0.544245996198686,0.7685399112225435
3,0.4510297053427316,0.06738737441321692,0.57292384475476,0.8820167749595483,0.43791747258386765,0.08961651878025644,0.5878558990005227,0.780600471193129
4,0.507197700767549,0.05570422550288786,0.5660410038530542,0.7745107067698256,0.40617610437306556,0.06425318069715881,0.5772713801938508,0.7913779829568303
5,0.24241334876311071,0.058074416626654204,0.5752844684636109,0.9726856540369249,0.409467560643259,0.05728813572429466,0.5629045998465871,0.794457273129044
6,0.6389763936943864,0.05640441769917216,0.6006580691797325,0.6102866632515639,0.2692488608511405,0.07194804877409851,0.602776276826675,0.8732358109103676
7,0.16922028141525053,0.05812999366844957,0.6079527260788569,0.9777552427687205,0.406348448993305,0.056941669449604014,0.5964655031569346,0.8221708868814488
8,0.29790271655328043,0.06408755187908141,0.6387883670653023,0.8737210832140422,0.23198528877276164,0.06347674203853532,0.6297467899285801,0.8999230160693619
9,0.23666072550060072,0.07529618633809088,0.6604830540226078,0.9069345924064385,0.21688551412336576,0.0725313487391243,0.6525340184267282,0.9171157393787102
10,0.171487561331684,0.11910196876835925,0.6874687492318186,0.9427289735334357,0.07552606277483256,0.10283129660937002,0.6770977434177169,0.9881960518365644
11,0.14773874769405818,0.1750853562190587,0.7108977594844287,0.9571081758127837,0.02539313518510802,0.15611405224411004,0.7023719183781345,0.998203746838725
12,0.18771927156627688,0.2189562229998347,0.7296147243428729,0.9463237785731174,0.010968260343497476,0.2071653057099123,0.7231950359464395,0.9987169770757632
13,0.17989035370064416,0.2534902450580306,0.7446116989694052,0.953574834045523,0.00829746007865779,0.24438540905538142,0.7399396089550652,0.9989735814189495
14,0.206973113883958,0.2809853293025688,0.756844380377888,0.9490582834199324,0.005936741246752229,0.274094587844367,0.7528904794514837,0.9994867913136275
15,0.2305954997386127,0.3018014277771482,0.7667464365218427,0.9467846495448036,0.004556644442884363,0.29805594756109516,0.7638242973833473,0.9994867913136275
16,0.22278432578400584,0.31906808795410907,0.7749070141356995,0.9509632195507645,0.004175424900525846,0.3159109745953736,0.7727162823451921,0.9994867913136275
17,0.4135628939874455,0.3224071722779731,0.781344296232868,0.9078256105535696,0.003641242360706234,0.33168086325446244,0.7800383254874202,0.9989735814189495
18,0.37636055223190296,0.32051710137193695,0.786517718193421,0.9186100113405428,0.003058463889122782,0.32460310363084316,0.7854893867835528,1.0
19,0.4060347568942284,0.3210560651874053,0.7909941268406013,0.9148615902259931,0.003004452966147408,0.32517213010163926,0.7901955196451829,1.0
20,0.4237121418056669,0.32099459784025125,0.7948425447889182,0.9149844871891893,0.002469356049904693,0.32470645580592755,0.7941853370549038,1.0
21,0.4415924044312041,0.3209745551736453,0.7981427844835726,0.912434324603383,0.0020744669654908236,0.32450410677036445,0.7977091265789265,1.0
