Epochs,val_loss,val_auprc,val_auroc,val_acc,loss,auprc,auroc,acc
0,0.3366408873971283,0.12875585963439476,0.5219637149031577,0.9874950094490691,0.7621534430044868,0.2476773268446181,0.5170038550128809,0.6770138617293415
1,0.2570379856996435,0.10116571555408636,0.5611285446232012,0.9874950094490691,0.5286261447886432,0.10814537313227289,0.5395801125458414,0.764238061447398
2,0.15609450534548772,0.11642474958060593,0.6359833675741794,0.9874950094490691,0.470207381670508,0.10982410919366585,0.6006483219414873,0.7719343357235423
3,0.12446644013227873,0.13748930104977194,0.6750609755083856,0.9874950094490691,0.506990163922004,0.13081651793772775,0.6590788174495139,0.7442278152799043
4,0.22266980118796137,0.13660896889540106,0.6828039262277701,0.9854364470171629,0.4867265026895984,0.13983867864476648,0.6811885117505868,0.7637249776312729
5,0.21273067417170635,0.14810314164218966,0.7017402379169301,0.9837773109733533,0.38331332862407747,0.14668793077191186,0.6957568303018181,0.79143150229525
6,0.3506139112360544,0.12620829389973032,0.69773591866811,0.9035855868952203,0.39953593595508674,0.1641274511187183,0.711857104772418,0.818368377656188
7,0.1495214413434755,0.12311136401072843,0.7107870498644715,0.9829477437132862,0.3297039195780512,0.11627394936523908,0.7015792973351026,0.8447921853178033
8,0.12686053183429138,0.16393261248165772,0.7336870624721884,0.972900731552873,0.203002735246078,0.14900566966274323,0.7253463201916726,0.9302206308857608
9,0.1795755875522861,0.21047554095465273,0.7519457139580481,0.9874950094490691,0.3153127655119331,0.20331763340424977,0.7459088724475448,0.8837865611539246
10,0.11115343852891356,0.20454312951479742,0.7381867676901005,0.9874642850466543,0.9623202746375639,0.20612150276239374,0.7393091529867721,0.7591072401675033
11,0.10097645119463942,0.2147710335800592,0.7467554376949952,0.9779703171329315,0.35225512274660903,0.21283767508842688,0.7435525151446515,0.8463314367661787
12,0.1613763820919188,0.22836130701528992,0.7560511349379077,0.9469075465757594,0.21868112450107174,0.2332493227497011,0.7538491392698332,0.9309902364563
13,0.13815538185152526,0.2501307663366088,0.7646274986943075,0.9566473055553205,0.11658837491041456,0.2435029673080924,0.7616732963052635,0.9733196447114568
14,0.11412435755864792,0.2867190104051058,0.773179323793311,0.9706270935718785,0.053893955123384775,0.2753920741665969,0.7704091123154739,0.9923037614438276
15,0.1083348805059243,0.3250410234577979,0.7810248640212324,0.9783697375838217,0.02602771777715085,0.31201779570195415,0.7785089600997561,0.9979476714941585
16,0.13130271277975392,0.35474481409341835,0.7877711466253381,0.9718253580176834,0.017053728891663702,0.3481326642374065,0.785943184680606,0.9969214868582231
17,0.15691990482420565,0.3747706576001975,0.7932685437054334,0.9652809790302488,0.014203468943564264,0.3707858755259467,0.7917071815452067,0.9982042150842403
18,0.21447877793928208,0.3837075868403596,0.7976979600686201,0.9484437874877134,0.011083533794352982,0.38696672403855226,0.7967488417691485,0.9984607587049042
19,0.23750286398679096,0.3859442164920847,0.8013588831524119,0.9435278225993328,0.009818430615349144,0.39015110299610495,0.8007406313459711,0.9971780406627488
20,0.22231083503781324,0.3896435995814247,0.8046608969308698,0.9502872755077939,0.007049249544149105,0.3901764900944917,0.8039577684688715,0.9987172870344844
21,0.27382913307438256,0.39222843063098517,0.8075419404295933,0.9376901123081773,0.004986798793331683,0.3959033414148073,0.8070530007593811,0.9989738408390102
