Epochs,val_loss,val_auprc,val_auroc,val_acc,loss,auprc,auroc,acc
0,0.676061676074661,0.301942615009883,0.805582274878802,0.589117274830615,0.8416886606725318,0.3040089146671325,0.807022655695264,0.39994869108625775
1,0.5570925532659892,0.2975410550157899,0.80271201514537,0.9411005624505998,0.591235534082993,0.2994307124535202,0.8041331854277601,0.7339661484378739
2,0.5002278177555861,0.293427707049456,0.7997380389439681,0.9707499918078565,0.5153712281176468,0.2952158927856316,0.8011791520757269,0.7647511537653657
3,0.5140394056730089,0.2895170386113648,0.7968500910894726,0.9574154229410549,0.46259393367539803,0.29127543984222803,0.7983161534573128,0.7709081579991767
4,0.44850346354287124,0.2859389861844141,0.7943445700677884,0.9729929005864923,0.42441217842133855,0.28750418983648346,0.7955574387461788,0.7824525388770986
5,0.4907738218865102,0.2826708491967051,0.7922605444664383,0.9358158987282748,0.3701218203619971,0.28419574101256245,0.7934252065900291,0.7947665402496576
6,0.458410557346981,0.27970034188051013,0.790424257777827,0.8968568511791858,0.32666596953779564,0.281088065067397,0.7914342152699255,0.8222165161857488
7,0.43360189759709683,0.27736547303704484,0.7892694762526861,0.8508003744587656,0.27158485797198995,0.27847600403720135,0.7899367455765796,0.8740379732348724
8,0.387248666526484,0.2759840941067998,0.788954674609741,0.8219805175479328,0.18684088374144484,0.2767598061545682,0.7892550896411679,0.933555662356749
9,0.4378134790871716,0.275529018806401,0.7890171573602114,0.7660613855110737,0.1277197270041065,0.2760542685126818,0.7892485749360657,0.9640841342474388
10,0.30569764319775816,0.27607043045590535,0.7893706531529346,0.8509540038438174,0.10230072717320436,0.27593589058406787,0.7893245534874831,0.969214977699405
11,0.2394938855034659,0.27475043544975275,0.7877076415948672,0.9501643771839116,0.6316049886000591,0.27564385238214906,0.7887149613107883,0.799640841548904
12,0.23373087200055706,0.27285427639633625,0.7873498841716818,0.935447197436671,0.32002692407005684,0.27372055762605585,0.7876126423072913,0.8689071367250583
13,0.1884966230794069,0.2718259175863889,0.787747900293775,0.933788060766543,0.21284011664636446,0.2723667529560224,0.7876820448669426,0.9343252982953807
14,0.24698633366687128,0.2722372821821399,0.7886504451573,0.8999600609802858,0.10695114146904679,0.2723628198446036,0.7884389369104874,0.9807593619107833
15,0.30521166697934277,0.2746009447114802,0.7896963388124223,0.890220303341266,0.033063959597914326,0.27409712374669093,0.7894269593132649,0.9976911125824107
16,0.3216728489750647,0.27795397434567337,0.7907706944023947,0.8983316426398469,0.011388424978428556,0.2774039647437292,0.7904770770642988,0.999743461486558
17,0.3549049423342129,0.2809631755058127,0.7918390290387073,0.899591358994604,0.005891853528935414,0.2809037374128985,0.7915913696286616,1.0
18,0.3722028604719457,0.2830276551688216,0.7928750724965652,0.904138625424465,0.004438776346310598,0.2833677628916187,0.792628716021822,0.999743461486558
19,0.3782122608902715,0.2846798755556558,0.7938780550341835,0.9079177812353955,0.003918522657212988,0.2849525838035262,0.7936319879472653,0.9992303793524522
20,0.37175797263308746,0.28624792061383286,0.7948788608769087,0.9153224629411156,0.0036797043076573486,0.28647017959082904,0.7946241505027368,0.9992303742452301
21,0.38073410963075965,0.2878374178629264,0.79585576118784,0.9158755058472646,0.002582735313568981,0.28800496309154644,0.7956034859490432,0.999743456379336
22,0.45152058525232247,0.28848095654335154,0.796746056371121,0.9036470338485646,0.002643306736402852,0.28944897510994394,0.7965624701860564,0.999486917865894
23,0.45548087607720195,0.28843385530923865,0.7975644749273157,0.9032476154121492,0.002619431008383624,0.2894580479674978,0.7973896173895048,0.999743461486558
