,val_loss,val_auprc,val_auroc,val_acc,val_false_negatives,val_false_positives,val_true_negatives,val_true_positives,val_precision,val_recall,loss,auprc,auroc,acc,false_negatives,false_positives,true_negatives,true_positives,precision,recall,lr
0,0.03974873193288596,0.28205612666864066,0.798991918679219,0.9915689795949739,38.66652328207334,128294.03387461018,2358.7313689644047,1541.380040864609,0.011873386641346373,0.9753894590795623,0.08051790093185693,0.15141983543353094,0.6015474037600692,0.987510135440856,25.870068579013346,52834.57267163188,1254.6475923604453,627.758129931421,0.011716912931780286,0.9477620481231661,0.0020000000949949026
1,0.039359985975241554,0.34801872808685325,0.8500765767298997,0.990773198982505,68.0,278039.0198946123,5749.745348962254,3359.0465641466826,0.011937310573637826,0.9801159747211712,0.04619227493779723,0.3146161334843914,0.8312766431540253,0.9894642677773734,56.02632549222034,203096.66750239657,4111.113044760711,2462.0415898532556,0.011974676687581644,0.9778974719670273,0.0020000000949949026
2,0.03445125956531782,0.40566139742820184,0.8759172174966211,0.9919991342466817,71.6343692870201,428677.1277556727,8247.637487901924,5202.412194859662,0.011990513996989199,0.9864081475719071,0.03485430869559605,0.3814333022678068,0.8667501967860994,0.9909483047460316,68.18413096379324,353384.8222844923,6977.365828478726,4278.476218567952,0.011959213805574138,0.9841964290597588,0.0020000000949949026
3,0.031357748855992226,0.44452417129815963,0.8890982544387537,0.9918915946222862,74.93547693300354,579574.1764705882,10486.588772986343,7046.111087213679,0.012011462209920708,0.9894720949605147,0.03133788989611939,0.42769427022288026,0.8835874516548515,0.9917317997845794,73.35476734754074,503928.3094167097,9563.46324017403,6126.721038271514,0.01201103224941892,0.9881317330693682,0.0020000000949949026
4,0.030088698631568146,0.4726601418871715,0.8974172516219885,0.9923002431887249,80.93547693300354,731010.0544144532,12186.710829121412,8887.11108721368,0.012011343767202077,0.9909725560784558,0.03127823550837582,0.45769421746927536,0.8935928885612012,0.9918700645573151,77.52968070201312,655272.3207728043,11364.466705995133,7960.531303001254,0.012002111813037694,0.990343053848481,0.0020000000949949026
5,0.02914827186550177,0.4972853573153949,0.9040518834496304,0.9922787357766291,83.93547693300354,882812.6464135929,13520.118829981719,10731.11108721368,0.01200965332538963,0.9922375078867399,0.02943393545143263,0.48490726264315487,0.9009810513727837,0.9920820679410388,82.52990192463683,806897.4033625838,12858.884595531303,9819.030602462944,0.012022419769601783,0.9916550739835949,0.0020000000949949026
6,0.028472764849789375,0.5137898512252724,0.9085885181979783,0.9923862754010246,85.93547693300354,1034478.6206043661,14990.144639208516,12576.11108721368,0.012010975736643547,0.9932121988047399,0.029873963867305026,0.5066040591340564,0.9066274162327221,0.9920083298794631,84.97234717203746,958595.9275127203,14313.495981122336,11646.452621488092,0.012003563449347686,0.992749598765389,0.0020000000949949026
7,0.027929624486808746,0.5288236297924219,0.9134369380038994,0.992450796355354,86.0,1186326.9274115497,16277.837832024949,14423.046564146682,0.01201172799249771,0.9940719680896895,0.027521149790531618,0.522307049611898,0.91134835418703,0.992220334722426,86.0,1110355.296290834,15678.752673106703,13503.799498562053,0.01201558862668253,0.9936669879356639,0.0020000000949949026
8,0.028375906902719426,0.5427385431449251,0.9171211630993729,0.9919776281614127,87.93547693300354,1338287.223249812,17453.54199376277,16268.11108721368,0.012009948318985818,0.9946232368156646,0.02713405089299714,0.5368918451128188,0.9156630936735068,0.9924231205891301,86.19806798908635,1262308.8887987612,16866.589337069538,15345.172258682987,0.01201027582312534,0.9944111292107813,0.0020000000949949026
9,0.028827642366840534,0.5549437403614796,0.9201880944186686,0.9923647667069706,88.0,1490135.225938273,18741.539305301645,18115.046564146684,0.012010656559707842,0.9951652834615164,0.026116377677339653,0.550259876049916,0.9189491534328031,0.9926351261968749,88.0,1414090.9177789248,18203.88570164442,17207.044981933486,0.01202182377218908,0.9949093278192259,0.0020000000949949026
