Epochs,val_loss,val_auprc,val_auroc,val_acc,loss,auprc,auroc,acc
0,0.7510643202752991,0.19599893257188097,0.7522541273518173,0.03880542018022864,1.014175284066898,0.2516208989987381,0.511932255722077,0.25803161521519646
1,0.5503843204397962,0.1253038685274724,0.6425474347502573,0.9603035564312288,0.6977457736050335,0.14404343915861034,0.64544939982654,0.4678735259173781
2,0.2750121354736278,0.0997590801369874,0.6008931584657383,0.9875871796199509,0.595806779392151,0.1085138178636139,0.601176661231699,0.6993880571302621
3,0.2484771914732754,0.08746438777671635,0.5935329754319533,0.9875871796199509,0.5386981213962102,0.0921805283887723,0.590632948718589,0.755991847766777
4,0.2639051462582671,0.08062590126797589,0.6102903918520105,0.9076412536821252,0.48687674659116725,0.08704724791994027,0.6050780647449017,0.7786843338102665
5,0.21588599303087214,0.08430859957904564,0.6288829301730731,0.9875871796199509,0.478967693525574,0.08107395550309245,0.6172176288561454,0.7876083600101637
6,0.23852265356687422,0.08393488788061194,0.6333525738313377,0.987556455217536,0.5178479061389322,0.08433483363200912,0.6324502618746877,0.7587965235668807
7,0.11791883039733439,0.09757123984050563,0.6608877571386489,0.9843918002742876,0.3252858015604617,0.09084009055061525,0.6466775302799426,0.8539010491193648
8,0.11498668653840759,0.1224306342027889,0.6838335917322493,0.9791071348561411,0.320358367977794,0.11657186755259873,0.6759284153269116,0.8809281080915635
9,0.3326771393655013,0.1433790495006995,0.7052834156299621,0.8502166047126872,0.1569007135954273,0.15063700983410036,0.7001672779826836,0.9467108625954721
10,0.269576298115799,0.16537861216836333,0.7223061937232733,0.893292775805192,0.07963226339316745,0.16273033949472904,0.7162225691108665,0.988781211359169
11,0.31449340459725184,0.19275229458873436,0.7374105895045759,0.8858881016079686,0.033626452140597465,0.19168550719842808,0.7327779540293439,0.9979602106063722
12,0.28247964233466766,0.21956822454396432,0.750029069249537,0.9099456156223502,0.01633625277277692,0.2138206952311809,0.745776267880873,0.9984701730839031
13,0.2745047344089591,0.24662678340420685,0.7608863987999438,0.9186100117837273,0.009922542040080045,0.2409816371397605,0.7576009973404907,0.9987251470126649
14,0.281721720364902,0.27025717028048735,0.7699814822467442,0.9218361185681682,0.005928016664276981,0.2653093446218986,0.7673431326697396,0.9994900626591552
15,0.30740069896262023,0.2890056864319483,0.7775557009724093,0.9197468324279252,0.0045619821040580035,0.2862696605698908,0.7754828229599738,0.9994900530239321
16,0.27081787629431797,0.30599749689882766,0.7840792447878885,0.9346483520059852,0.0035491970545588054,0.30214325383814666,0.782352058696601,0.9994900626591552
17,0.23920249783941855,0.3240331284990031,0.7899181406651861,0.9462316067064143,0.0032635811397645287,0.3194014169864664,0.7884117124154821,0.9997450216943545
