Epochs,val_loss,val_auprc,val_auroc,val_acc,loss,auprc,auroc,acc
0,0.2203709210514982,0.22651315029983746,0.7606819043251931,0.987648635817903,0.5825501102250451,0.22921467814675886,0.7621855468469363,0.7437676765011259
1,0.19572621527487521,0.22056943073698895,0.7573475113467225,0.987648635817903,0.5529596670309335,0.22304811336117336,0.7585532494756747,0.7630429284733753
2,0.19868347516987486,0.2150908455920629,0.7545238062727926,0.987648635817903,0.5262486763170219,0.217371747131306,0.7556046812278818,0.7645849408603395
3,0.20165247267433936,0.21009283465421902,0.7521361802424008,0.987648635817903,0.5041714676147683,0.21223309489823466,0.7531133581635517,0.7692110089647896
4,0.18949988085562416,0.20561711230836427,0.7506197586797088,0.987648635817903,0.4852916496144993,0.20750432606452351,0.7511920300892772,0.7699820120332787
5,0.21590215238537164,0.2014203870708896,0.7490271587769154,0.987648635817903,0.46903953500009693,0.20327720155571335,0.7498067840914652,0.7704960111479807
6,0.2117078570805779,0.19770502726573946,0.7480553551401766,0.987648635817903,0.4505480201438594,0.19934411554862283,0.7484667643395343,0.7733230401176133
7,0.2166783715521798,0.1943895284212485,0.7475806782002947,0.9875871851817325,0.4237291514337354,0.19589036052835473,0.7479390898727568,0.7758930899036234
8,0.21554984964150367,0.19141601302819555,0.7474773542124376,0.9874335613383175,0.4038682510983941,0.19277316861120786,0.7477021311555537,0.7746080622609309
9,0.22824049985582395,0.1888121739178681,0.7476650701087935,0.9865425335235389,0.37900715524082285,0.1900510086065943,0.747871693793375,0.7797481308128006
10,0.2737056051241321,0.18641117253935194,0.7476494457475065,0.9825483167464859,0.35480490620232463,0.18767697793969884,0.7481619476261007,0.7877152217013521
11,0.25319839743308714,0.18426863836664156,0.7478243389169782,0.9775094462967646,0.33454738102759474,0.18533468224248,0.7479667488023145,0.8028784364239779
12,0.26982685789339084,0.1824772909366506,0.7482192331562945,0.9625157468801754,0.30596810714103545,0.18351365109238763,0.7484949953725791,0.8257517394140856
13,0.24496881960613826,0.18117262983154026,0.7491902325707661,0.9532368590078196,0.2678282266026504,0.18194679515323794,0.7490014477671955,0.8522230725734469
14,0.23587129583425645,0.1804330926390219,0.7506919812049265,0.9383046033250779,0.2364894254245601,0.1809689415371286,0.7502838366290837,0.8884605437218454
