Epochs,val_loss,val_auprc,val_auroc,val_acc,loss,auprc,auroc,acc
0,0.7605760210149427,0.19635963671239734,0.7655666686296206,0.011644698461117028,1.0617546364835353,0.2316417712410725,0.49025096634726006,0.2542545095309407
1,0.6836736522156892,0.12914283640562974,0.6454071536622195,0.787722365718527,0.7160797446913183,0.14848413177407996,0.6623926314267223,0.3393446855854498
2,0.5373582733216973,0.10447868092326842,0.6041903111848003,0.9878329823001517,0.6699996074050824,0.11273638040758432,0.6025329793744019,0.6319532467836289
3,0.3771655243459552,0.09144360374932971,0.5878660321056185,0.9884781965822046,0.6106966306238512,0.09634132048548978,0.5845932272263581,0.709677423851303
4,0.28479757637539105,0.08432556951422697,0.5829619102574429,0.9878022560663962,0.5576475825229816,0.08701932097385158,0.5774114520258488,0.7297434576701658
5,0.24208775965236104,0.08190919459346846,0.587979521209913,0.98574369363449,0.5398505755508797,0.08377170676291217,0.5823097637924773,0.757429508984861
6,0.21261419107539498,0.08818654018251175,0.6076861577993327,0.9886318196637819,0.49084738713701215,0.08539761921756607,0.5953890379534357,0.7940055838477833
7,0.430188680936229,0.08324873195379953,0.6105674646393503,0.8312286833803031,0.4756803023336743,0.08913969933600603,0.6111753093036626,0.7901955687033818
8,0.3677907050320691,0.08183343995760951,0.61023996815204,0.8866254890972661,0.4639342309618953,0.08323995594161399,0.6084097251087873,0.8044196096567566
9,0.5215021370266477,0.08329182482431073,0.6176071549138045,0.7360739891154098,0.38237808880571,0.09270926796567903,0.618603084318705,0.8610617469524048
10,0.19299349871070592,0.08127700051931858,0.6203813242590709,0.9853442733667338,0.4588176784083599,0.08134431714049625,0.614446711973215,0.8049276211342292
11,0.2731896746296683,0.09983338584609672,0.6441508194237483,0.9032783384941674,0.27072322650597064,0.09291654263720284,0.6352910511015877,0.9077978117350306
12,0.36349351830895194,0.12572840835159596,0.6633221901616483,0.8398009045708544,0.19066709473801047,0.12189934629609145,0.6567125898010694,0.9410718794034949
13,0.6680269471514216,0.12196102685408904,0.6769527599504401,0.6965926218374199,0.14171667134350013,0.1437913974605601,0.6739536963321849,0.9575819253225086
14,0.08023083901116532,0.1298406005718816,0.6842981157231215,0.9881402263243004,0.31845987315464963,0.1239709080718997,0.6817300341321273,0.8948437876437321
15,0.12613185046093436,0.13336162722509615,0.6943210551228673,0.9733923195814667,0.357974290938616,0.13152636245464594,0.6890452328084355,0.8803657427456647
16,0.22296879655705673,0.1552500744822769,0.7104721961546798,0.9222662603173508,0.11537315721079756,0.15025754433796132,0.704172534024561,0.9791719728476631
17,0.18676413558271288,0.18455070604683782,0.7252421037306246,0.9422681043454754,0.04903650512232343,0.17553662487719912,0.7193522145519833,0.9954279756558132
18,0.15398709027681914,0.21465925405974995,0.7384956846640957,0.9579070261990774,0.03239132674277995,0.20465044324883114,0.7333867395018029,0.9984760170271169
19,0.15280532663531884,0.24349122734067188,0.7501485752126136,0.961747628983497,0.0208491202380441,0.23471506615944068,0.7457446060508891,0.9992380085135584
20,0.13602067906999307,0.2701783162582692,0.7603273044116861,0.9697360748460436,0.017021719571642988,0.2609978303831787,0.7564669503213671,0.9994920055243095
21,0.15466751417509514,0.2941382149802187,0.7691095101780967,0.9667864999441623,0.01438772030731113,0.28707585457105883,0.7658800919527688,0.9987300140378679
22,0.14356222879147865,0.3157171517812913,0.776803929965009,0.9722555124708763,0.011500320511101041,0.30805057826186305,0.773889237032162,0.9994920055243095
23,0.1501497598948975,0.33561255939307805,0.7836165963187798,0.9703198465113669,0.010090025528368381,0.32943884584393207,0.7811656966105252,0.9997460029892489
24,0.1434813580096975,0.35383392413552467,0.7896381897153798,0.9741604438017645,0.00890949313879649,0.34782812327093543,0.7875376581721781,0.9994920057514036
