,val_loss,val_auprc,val_auroc,val_acc,loss,auprc,auroc,acc,lr
0,0.0492378665420259,0.0063576730703516,0.5406147824229972,0.9948294592699568,0.07018518470406915,0.006322866288014554,0.5263434432810042,0.9760419294784033,0.0020000000949949026
1,0.04672767375515822,0.007369706764038657,0.5757790506751167,0.9948294592699568,0.038134335699484025,0.0068956078135067765,0.5630775212562715,0.9943153730042188,0.0020000000949949026
2,0.03461581105751584,0.009666536007406317,0.6261985306729426,0.9948294592699568,0.03246897370436466,0.00881256562045299,0.6080583712058953,0.9943960082390998,0.0020000000949949026
3,0.05503045576415058,0.013813954100137136,0.6723727101597973,0.9941944892157318,0.02825538990485484,0.011925284930378182,0.6530575480082881,0.9943859292477638,0.0020000000949949026
4,0.07478529757578918,0.021598271953944977,0.7117657828832745,0.9948294592699568,0.02371212091105512,0.017986135804263573,0.6960969639390381,0.9944564820729707,0.0020000000949949026
5,0.06073098285959438,0.042447313141883374,0.7492433636731783,0.9948294592699568,0.014795066800479317,0.033150008416029254,0.7337244884991714,0.995917955455608,0.0020000000949949026
6,0.07022440806543924,0.08400242768649785,0.7787212969083744,0.9947387438554031,0.011396287495268212,0.06542281644601036,0.7658225905058371,0.9967646017277882,0.0020000000949949026
7,0.06854872041904328,0.1581638312975623,0.8025848273355487,0.9948294592699568,0.008304395308101458,0.12526336528868864,0.7914947049335289,0.9975104616761646,0.0020000000949949026
8,0.06977726447028318,0.21973501733018974,0.8199174786513707,0.9900217693845142,0.00808687016100573,0.19209068383621075,0.8116731536620893,0.997570937069014,0.0020000000949949026
9,0.07450121518610389,0.286342468031605,0.8346425263300343,0.9936502183556384,0.005718694580864372,0.2535251147344048,0.8276771195309841,0.9982462410892455,0.0020000000949949026
