,val_loss,val_auprc,val_auroc,val_acc,loss,auprc,auroc,acc,lr
0,0.06696409558835628,0.013378691330142797,0.5367073700805778,0.9878329787510135,0.09234421329362208,0.012637741840635035,0.5220338475513852,0.9762082781651183,0.0020000000949949026
1,0.06507307775706637,0.01651214530588663,0.5940646101048558,0.9878329787510135,0.06439509044694244,0.014882118365686913,0.5699330618633767,0.988150225831721,0.0020000000949949026
2,0.06760405300049278,0.021729887854343946,0.6465242279159362,0.9878329787510135,0.05857347129963846,0.019778979967231405,0.6280505326400309,0.9881502265111622,0.0020000000949949026
3,0.08082537880396226,0.029794618340736382,0.6888535826181374,0.9878329787510135,0.0533185242810452,0.026582387563911274,0.6734906424866982,0.9881502227812554,0.0020000000949949026
4,0.11191037187505751,0.043399266645907035,0.7270483068633556,0.9878329787510135,0.04639624453583763,0.03746521727561152,0.7117206716640277,0.9881707095445685,0.0020000000949949026
5,0.12863257516363336,0.06449973153039512,0.7593480226180226,0.9878329787510135,0.03920989682522626,0.055929641349943146,0.746557858031068,0.9884779625933818,0.0020000000949949026
6,0.1187660697631621,0.09819626523438814,0.7872574504800344,0.9877408055437689,0.030520433324109367,0.08392665363695366,0.7756950111251636,0.9897274649198526,0.0020000000949949026
7,0.149768805978254,0.14428921943656287,0.8094332583192988,0.9873721127147905,0.02602165734350573,0.12470901522810492,0.8000546626773438,0.9910076907360649,0.0020000000949949026
8,0.13870621139178663,0.20845430809892876,0.8283667075973533,0.9848834030067155,0.018857484495888015,0.17939518400891905,0.8196677882042901,0.9934554824456575,0.0020000000949949026
9,0.16302720436094784,0.2754445366732414,0.8431106116686211,0.9872799343541533,0.015393986119166998,0.24402700680059844,0.8363685321275053,0.9951351392397209,0.0020000000949949026
10,0.14284674976979414,0.33375940768496104,0.8554177091015969,0.9837773140207041,0.012279888188816127,0.3082643174083923,0.8499749840068341,0.9957701298755361,0.0020000000949949026
11,0.1631035739314733,0.3852450362998051,0.8655868424986,0.9863581803056192,0.009763779183423039,0.3616961569604594,0.8610084472711397,0.9967738297954327,0.0020000000949949026
12,0.15394892978200123,0.42656247839311023,0.8738894431324464,0.9842381730960013,0.009515129995011126,0.40891640585385436,0.8703358858482835,0.9965792395050351,0.0020000000949949026
13,0.17433812049432046,0.46474571642935886,0.8809026513893886,0.9869112356905234,0.0072081116673109015,0.44658456957141596,0.8777719549561166,0.9977263247396964,0.0020000000949949026
14,0.17614526708111344,0.49745426778804763,0.8867845949472639,0.9861738503731959,0.006707604582087818,0.4826708958440365,0.8842284642712023,0.9976751124367192,0.0020000000949949026
15,0.17837395435577713,0.5267835594078442,0.8917497552609222,0.9870955875990347,0.0055286311317379894,0.5134809031624866,0.8896251764697849,0.9980643040747655,0.0020000000949949026
16,0.16311632041140453,0.5509005892671235,0.8960004169739427,0.9858051407215221,0.006374586066010508,0.5405018188170815,0.8942380723897426,0.9978799505089647,0.0020000000949949026
17,0.17053002432772987,0.5724521445199546,0.899800956232755,0.9853442750259285,0.005513715867285568,0.5625007868302698,0.8981448500366571,0.9981564788471179,0.0020000000949949026
18,0.18198323466418712,0.5930357200834144,0.9031601192951422,0.9867268951106856,0.003948415168848911,0.5832852844716334,0.901709694992711,0.9987402651513347,0.0020000000949949026
19,0.18806257084834763,0.6120294584185421,0.9061925695100482,0.9862660121034286,0.002851931099840101,0.6031094545382293,0.904843569972741,0.9991396954479133,0.0020000000949949026
20,0.1885632615474987,0.6276273256524366,0.9087614026066565,0.9850677439271827,0.004208349640031523,0.6207029396318073,0.9077007039525415,0.9985149442306522,0.0020000000949949026
21,0.18138091196243813,0.6409100847800697,0.9108545659038699,0.9870955875990347,0.0054511060564795336,0.634581955683483,0.9099720182513713,0.9981974440476885,0.0020000000949949026
22,0.1862374321773136,0.6548560572523204,0.9130003480485358,0.9867268896166635,0.002501041023327517,0.6484841738554318,0.9120872257677354,0.9991806615464697,0.0020000000949949026
23,0.18559497608019027,0.6671670290036886,0.9149172714980849,0.9860816706939934,0.002966357936108317,0.6615154417624376,0.9141444383932755,0.9990372787089492,0.0020000000949949026
24,0.18511165455718537,0.6781987581662686,0.9166545187814937,0.9856207941586943,0.0028822927088723335,0.6733927760210989,0.9159889277915293,0.9989963104225065,0.0020000000949949026
