,val_loss,val_auprc,val_auroc,val_acc,val_false_negatives,val_false_positives,val_true_negatives,val_true_positives,val_precision,val_recall,loss,auprc,auroc,acc,false_negatives,false_positives,true_negatives,true_positives,precision,recall
0,0.7413299581365875,0.23756963702693704,0.7657806579112135,0.08347134169939065,0.0,26464.08721367889,0.0,1585.7245940423702,0.07581699996984752,1.0,0.9520681581430734,0.30181905402262177,0.5001536189609842,0.31823460749078986,0.0,1835.307781649245,0.0,792.5725900116144,0.3010545365694093,1.0
1,0.3495496532291171,0.14340138537920422,0.6476316501253561,0.9835681254241476,0.0,75417.0872136789,0.0,3432.72459404237,0.04451794447546582,1.0,0.6868927197727731,0.1673861146665478,0.641420192073308,0.504065045911676,0.0,50764.84668989547,0.0,2663.0336817653892,0.049721133846542975,1.0
2,0.25473434213720764,0.11441094203076833,0.6404666114153433,0.988321323749365,0.0,124370.0872136789,0.0,5279.72459404237,0.0410435077502838,1.0,0.6253484682062085,0.12462293532321124,0.6369242037491792,0.6757259031759876,0.0,99749.20557491289,0.0,4478.674796747968,0.04293600446896132,1.0
3,0.2716230257811989,0.10247140635273279,0.6534697757265698,0.9750295710353418,0.0,173323.0872136789,0.0,7126.72459404237,0.03965126128462851,1.0,0.583765247626864,0.10745449760511223,0.6457643798280953,0.6938443758484932,0.0,148690.35888501743,0.0,6337.521486643438,0.040864920786621954,1.0
4,0.37030379021471577,0.09026501044199946,0.6633033100950267,0.8896870685592878,0.0,222276.0872136789,0.0,8973.72459404237,0.03889824066229797,1.0,0.5375077835220354,0.1023232706505524,0.663532741047641,0.7286875676471875,0.0,197648.70150987225,0.0,8179.178861788618,0.039729493446258715,1.0
5,0.2926578069549823,0.08993659236024998,0.676828946948295,0.9767716988490107,0.0,271229.08721367887,0.0,10820.72459404237,0.03842591872098869,1.0,0.5598063156026027,0.0873685044590189,0.6678534818858635,0.694308961379265,0.0,246583.3507549361,0.0,10044.529616724738,0.039135024557268715,1.0
6,0.4255649163455319,0.09243321616904865,0.68416952505485,0.808129907019716,0.0,320182.08721367887,0.0,12667.72459404237,0.03810186870175801,1.0,0.4761518809715076,0.09869362435516718,0.6877373051975663,0.7721254386691405,0.0,295551.2171893148,0.0,11876.663182346108,0.03862852893951463,1.0
7,0.2940544408615564,0.10219702840489153,0.6900228895555454,0.9266157663308211,0.0,369135.08721367887,0.0,14514.72459404237,0.037865698517029076,1.0,0.522019090068188,0.09734772735910271,0.6852163552684097,0.7124274044917436,0.0,344519.0836236934,0.0,13708.796747967479,0.03826549011050063,1.0
8,0.08200843844625665,0.11410107128125825,0.7074364360166706,0.985224218506469,0.0,418088.08721367887,0.0,16361.72459404237,0.037685909172785845,1.0,0.348661323076895,0.10817789824616757,0.6978272738218585,0.8655052389971194,0.0,393455.5911730546,0.0,15572.289198606271,0.03806929896465577,1.0
9,0.32307399840608236,0.13129459404265295,0.722291137040437,0.821271103535279,0.0,467041.08721367887,0.0,18208.72459404237,0.0375444551048285,1.0,0.2969255532883324,0.13110070226499843,0.7191805841615391,0.8771196350403364,0.0,442407.66202090593,0.0,17420.218350754934,0.03788248155780924,1.0
