,val_loss,val_auprc,val_auroc,val_acc,val_false_negatives,val_false_positives,val_true_negatives,val_true_positives,val_precision,val_recall,loss,auprc,auroc,acc,false_negatives,false_positives,true_negatives,true_positives,precision,recall
0,0.06877888866509466,0.009695502388912081,0.5407565401087967,0.9918537510616601,0.0,145879.33214292608,128.0,1263.6410053471807,0.00859238784406786,1.0,0.06328388812449086,0.009314072621393393,0.5344038595072997,0.9897576724721258,0.0,60284.74737530094,126.1302380223544,524.1575977695229,0.008535552423840423,1.0
1,0.1306244094194649,0.010349783380482524,0.5625578902314174,0.9918537510616601,0.0,317088.3321429261,128.0,2728.6410053471805,0.008532726011793204,1.0,0.05164642755424734,0.010189047171528201,0.5558329549497412,0.9913709638003767,0.0,231484.96114866264,128.0,1996.074062430194,0.008551776152762123,1.0
2,0.05795734771522406,0.011495987075701118,0.5972259777580806,0.9918537510616601,0.0,488297.3321429261,128.0,4193.641005347181,0.008515504730014166,1.0,0.04692068836026697,0.010909535393625299,0.5798665343807273,0.9913626901356102,0.0,402698.089516923,128.0,3456.945694169817,0.008510230099371742,1.0
3,0.05539404263689102,0.015556718701753052,0.6467573404728651,0.9918344462582696,0.0,659487.1042989788,147.22784394726173,5658.641005347181,0.00850755370763732,1.0,0.03917866800836253,0.01381344186986211,0.6286451076080687,0.9913957842216637,0.0,573903.891487619,138.48679170355172,4914.656931770234,0.00849012126923987,1.0
4,0.0647041157294746,0.021385808987854908,0.6723947416062388,0.9918537510616601,21.0,827230.332142926,3613.0,7102.641005347181,0.008513076266965763,0.9970512062433712,0.044695233066827746,0.019857851338115833,0.6596516016462213,0.991147584192475,17.128103515317985,742415.7690513026,2830.5790719031033,6367.558984371768,0.008503194180036302,0.9973535909689675
5,0.06139155110487792,0.05949184085661108,0.7106798723993865,0.9895758878157696,21.0,996880.332142926,5172.0,8567.64100534718,0.008521301354152576,0.9975544205550104,0.02292121058306316,0.040974062142605794,0.6950003461579923,0.993009075649526,21.0,911959.4656369187,4492.804824978696,7831.764749195423,0.008514732281916737,0.9973220655436653
6,0.07243457968628798,0.13149579523301935,0.7406524534959824,0.9852325195507053,21.0,1162380.2201223867,10881.11202053935,10032.64100534718,0.008557326881637068,0.9979108954949644,0.013966892691337489,0.10254952936799702,0.7277894414729383,0.9958550836960436,21.0,1079094.1825748112,8566.831415310538,9297.021220971117,0.008541491353108235,0.9977439472065642
7,0.09222596275306605,0.20333061592259205,0.7630356195037288,0.9906569050285431,28.289848078296625,1318107.197170048,26363.13497287802,11490.351157268884,0.008642009990330978,0.9975467197195899,0.007100879836605394,0.17045532818476059,0.7535401397164406,0.997700032944183,21.0,1241355.8099626875,17519.192817135623,10757.032431269701,0.008590421382833986,0.9980501053033876
8,0.10129222233871939,0.26161917053939565,0.7789477106871467,0.9908885615186277,47.606895353550954,1458677.971217883,57001.36092504295,12936.03410999363,0.008790396241822068,0.9963383136772592,0.005599935561600343,0.23550690342536906,0.7718060709193169,0.9982626166467838,33.0,1388045.5991677076,42043.45858808151,12204.977455303588,0.008715292391563129,0.9973018195632454
9,0.1157915132919237,0.3133130487971257,0.7912899256696058,0.9906762132837402,132.00698801227728,1575183.947763643,111704.38437928306,14316.634017334904,0.009007006686958134,0.990883994746355,0.0022813927700979474,0.28883583020964126,0.7856727598566007,0.9993133248651714,60.0,1523063.8545887764,78228.91653912023,13648.264083196134,0.008880550072268428,0.9956210174291577
10,0.1270802296495156,0.3547196139887148,0.800674626470001,0.9917186220403348,344.3941856649229,1650893.4339903095,207203.89815261663,15569.246819682257,0.00934268880795218,0.9783986063154775,0.002025892822915934,0.33520733093755994,0.7965466807570889,0.9993133257518122,186.0,1620011.340147761,152482.57963448635,14995.11542884563,0.009170351204378679,0.9877430271966647
11,0.10826324460098113,0.38440595519390125,0.807418595555275,0.9904445636063711,520.4185278844855,1742651.9587861707,286654.3733567554,16858.222477462696,0.009581240741433007,0.9700600438876642,0.0048315420846975305,0.3711462278626104,0.8043989006343398,0.99835362385548,484.0,1686449.1186306062,257259.13741923208,16156.77916125456,0.00948862352519399,0.9709048324767212
12,0.12150728376435743,0.41115268493111506,0.8132560407462075,0.9883018328336124,616.5635773989924,1830369.8406269907,370145.4915159354,18227.07742794819,0.00985997276644182,0.9672920461271963,0.0019638369519025278,0.399601117657806,0.8107528754412108,0.9993546901552923,547.0,1790891.6422384195,324019.22683687566,17565.16613579767,0.009712100782750352,0.9697911357102669
